R;Z;BFS_Sag;CRD;Slope;BFS_Slope;Slope_Delta;One_fiber_coverage;delta_z1
279;-3.4615 ;-3.5411 ;0.0797 ;-0.0251 ;-0.0254 ;0.0003 ;#NOMBRE!;#NOMBRE!
280;-3.4866 ;-3.5666 ;0.0800 ;-0.0252 ;-0.0255 ;0.0003 ;#NOMBRE!;#NOMBRE!
281;-3.5118 ;-3.5921 ;0.0803 ;-0.0253 ;-0.0256 ;0.0003 ;#NOMBRE!;#NOMBRE!
282;-3.5371 ;-3.6177 ;0.0806 ;-0.0254 ;-0.0257 ;0.0003 ;#NOMBRE!;#NOMBRE!
283;-3.5625 ;-3.6434 ;0.0809 ;-0.0255 ;-0.0258 ;0.0003 ;#NOMBRE!;#NOMBRE!
284;-3.5880 ;-3.6692 ;0.0812 ;-0.0255 ;-0.0258 ;0.0003 ;#NOMBRE!;#NOMBRE!
285;-3.6136 ;-3.6951 ;0.0815 ;-0.0256 ;-0.0259 ;0.0003 ;#NOMBRE!;#NOMBRE!
286;-3.6393 ;-3.7211 ;0.0818 ;-0.0257 ;-0.0260 ;0.0003 ;#NOMBRE!;#NOMBRE!
287;-3.6651 ;-3.7472 ;0.0821 ;-0.0258 ;-0.0261 ;0.0003 ;#NOMBRE!;#NOMBRE!
288;-3.6909 ;-3.7733 ;0.0824 ;-0.0259 ;-0.0262 ;0.0003 ;#NOMBRE!;#NOMBRE!
289;-3.7169 ;-3.7996 ;0.0827 ;-0.0260 ;-0.0263 ;0.0003 ;#NOMBRE!;#NOMBRE!
290;-3.7430 ;-3.8259 ;0.0830 ;-0.0261 ;-0.0264 ;0.0003 ;#NOMBRE!;#NOMBRE!
291;-3.7691 ;-3.8524 ;0.0832 ;-0.0262 ;-0.0265 ;0.0003 ;#NOMBRE!;#NOMBRE!
292;-3.7954 ;-3.8789 ;0.0835 ;-0.0263 ;-0.0266 ;0.0003 ;#NOMBRE!;#NOMBRE!
293;-3.8217 ;-3.9055 ;0.0838 ;-0.0264 ;-0.0267 ;0.0003 ;#NOMBRE!;#NOMBRE!
294;-3.8482 ;-3.9322 ;0.0840 ;-0.0265 ;-0.0268 ;0.0003 ;#NOMBRE!;#NOMBRE!
295;-3.8747 ;-3.9590 ;0.0843 ;-0.0266 ;-0.0268 ;0.0003 ;#NOMBRE!;#NOMBRE!
296;-3.9013 ;-3.9859 ;0.0846 ;-0.0267 ;-0.0269 ;0.0003 ;#NOMBRE!;#NOMBRE!
297;-3.9281 ;-4.0129 ;0.0848 ;-0.0268 ;-0.0270 ;0.0003 ;#NOMBRE!;#NOMBRE!
298;-3.9549 ;-4.0400 ;0.0851 ;-0.0269 ;-0.0271 ;0.0003 ;#NOMBRE!;#NOMBRE!
299;-3.9818 ;-4.0671 ;0.0853 ;-0.0270 ;-0.0272 ;0.0003 ;#NOMBRE!;#NOMBRE!
300;-4.0088 ;-4.0944 ;0.0856 ;-0.0271 ;-0.0273 ;0.0002 ;#NOMBRE!;#NOMBRE!
301;-4.0359 ;-4.1217 ;0.0858 ;-0.0271 ;-0.0274 ;0.0002 ;#NOMBRE!;#NOMBRE!
302;-4.0631 ;-4.1492 ;0.0861 ;-0.0272 ;-0.0275 ;0.0002 ;#NOMBRE!;#NOMBRE!
303;-4.0904 ;-4.1767 ;0.0863 ;-0.0273 ;-0.0276 ;0.0002 ;#NOMBRE!;#NOMBRE!
304;-4.1178 ;-4.2043 ;0.0866 ;-0.0274 ;-0.0277 ;0.0002 ;#NOMBRE!;#NOMBRE!
305;-4.1452 ;-4.2320 ;0.0868 ;-0.0275 ;-0.0278 ;0.0002 ;#NOMBRE!;#NOMBRE!
306;-4.1728 ;-4.2598 ;0.0870 ;-0.0276 ;-0.0278 ;0.0002 ;#NOMBRE!;#NOMBRE!
307;-4.2005 ;-4.2877 ;0.0872 ;-0.0277 ;-0.0279 ;0.0002 ;#NOMBRE!;#NOMBRE!
308;-4.2283 ;-4.3157 ;0.0875 ;-0.0278 ;-0.0280 ;0.0002 ;#NOMBRE!;#NOMBRE!
309;-4.2561 ;-4.3438 ;0.0877 ;-0.0279 ;-0.0281 ;0.0002 ;#NOMBRE!;#NOMBRE!
310;-4.2841 ;-4.3720 ;0.0879 ;-0.0280 ;-0.0282 ;0.0002 ;#NOMBRE!;#NOMBRE!
311;-4.3121 ;-4.4002 ;0.0881 ;-0.0281 ;-0.0283 ;0.0002 ;#NOMBRE!;#NOMBRE!
312;-4.3403 ;-4.4286 ;0.0883 ;-0.0282 ;-0.0284 ;0.0002 ;#NOMBRE!;#NOMBRE!
313;-4.368502;-4.456999;0.08849666;-0.02828671;-0.028485;0.000198286;#NOMBRE!;#NOMBRE!
314;-4.396836;-4.485529;0.08869291;-0.02838188;-0.02857608;0.000194205;#NOMBRE!;#NOMBRE!
315;-4.425266;-4.514151;0.08888505;-0.02847709;-0.02866716;0.000190078;#NOMBRE!;#NOMBRE!
316;-4.453791;-4.542864;0.08907305;-0.02857234;-0.02875824;0.000185906;#NOMBRE!;#NOMBRE!
317;-4.482411;-4.571667;0.08925685;-0.02866764;-0.02884933;0.000181689;#NOMBRE!;#NOMBRE!
318;-4.511126;-4.600562;0.08943641;-0.02876299;-0.02894041;0.000177426;#NOMBRE!;#NOMBRE!
319;-4.539937;-4.629548;0.08961169;-0.02885838;-0.0290315;0.000173117;#NOMBRE!;#NOMBRE!
320;-4.568843;-4.658625;0.08978263;-0.02895382;-0.02912258;0.000168763;#NOMBRE!;#NOMBRE!
321;-4.597844;-4.687793;0.0899492;-0.0290493;-0.02921367;0.000164363;#NOMBRE!;#NOMBRE!
322;-4.626941;-4.717053;0.09011134;-0.02914484;-0.02930475;0.000159916;#NOMBRE!;#NOMBRE!
323;-4.656134;-4.746403;0.09026901;-0.02924042;-0.02939584;0.000155423;#NOMBRE!;#NOMBRE!
324;-4.685422;-4.775844;0.09042217;-0.02933604;-0.02948693;0.000150884;#NOMBRE!;#NOMBRE!
325;-4.714806;-4.805377;0.09057077;-0.02943172;-0.02957802;0.000146298;#NOMBRE!;#NOMBRE!
326;-4.744286;-4.835;0.09071475;-0.02952744;-0.0296691;0.000141666;#NOMBRE!;#NOMBRE!
327;-4.773861;-4.864715;0.09085408;-0.02962321;-0.02976019;0.000136987;#NOMBRE!;#NOMBRE!
328;-4.803532;-4.894521;0.09098871;-0.02971902;-0.02985129;0.000132261;#NOMBRE!;#NOMBRE!
329;-4.833299;-4.924418;0.09111859;-0.02981489;-0.02994238;0.000127487;#NOMBRE!;#NOMBRE!
330;-4.863162;-4.954405;0.09124367;-0.0299108;-0.03003347;0.000122667;#NOMBRE!;#NOMBRE!
331;-4.893121;-4.984484;0.09136391;-0.03000676;-0.03012456;0.000117798;#NOMBRE!;#NOMBRE!
332;-4.923175;-5.014655;0.09147925;-0.03010277;-0.03021566;0.000112883;#NOMBRE!;#NOMBRE!
333;-4.953326;-5.044916;0.09158966;-0.03019883;-0.03030675;0.000107919;#NOMBRE!;#NOMBRE!
334;-4.983573;-5.075268;0.09169507;-0.03029494;-0.03039785;0.000102908;#NOMBRE!;#NOMBRE!
335;-5.013916;-5.105711;0.09179546;-0.03039109;-0.03048894;9.7849E-05;#NOMBRE!;#NOMBRE!
336;-5.044355;-5.136246;0.09189076;-0.0304873;-0.03058004;9.27417E-05;#NOMBRE!;#NOMBRE!
337;-5.074891;-5.166872;0.09198092;-0.03058355;-0.03067114;8.75861E-05;#NOMBRE!;#NOMBRE!
338;-5.105522;-5.197588;0.09206591;-0.03067985;-0.03076223;8.23821E-05;#NOMBRE!;#NOMBRE!
339;-5.13625;-5.228396;0.09214567;-0.0307762;-0.03085333;7.71295E-05;#NOMBRE!;#NOMBRE!
340;-5.167075;-5.259295;0.09222015;-0.0308726;-0.03094443;7.18281E-05;#NOMBRE!;#NOMBRE!
341;-5.197996;-5.290285;0.09228931;-0.03096906;-0.03103553;6.6478E-05;#NOMBRE!;#NOMBRE!
342;-5.229013;-5.321366;0.09235309;-0.03106556;-0.03112663;6.10788E-05;#NOMBRE!;#NOMBRE!
343;-5.260127;-5.352538;0.09241145;-0.03116211;-0.03121774;5.56305E-05;#NOMBRE!;#NOMBRE!
344;-5.291337;-5.383801;0.09246434;-0.03125871;-0.03130884;5.01329E-05;#NOMBRE!;#NOMBRE!
345;-5.322644;-5.415156;0.0925117;-0.03135536;-0.03139994;4.45859E-05;#NOMBRE!;#NOMBRE!
346;-5.354048;-5.446601;0.09255349;-0.03145206;-0.03149105;3.89893E-05;#NOMBRE!;#NOMBRE!
347;-5.385548;-5.478138;0.09258966;-0.03154881;-0.03158215;3.3343E-05;#NOMBRE!;#NOMBRE!
348;-5.417145;-5.509766;0.09262016;-0.03164561;-0.03167326;2.76468E-05;#NOMBRE!;#NOMBRE!
349;-5.448839;-5.541484;0.09264494;-0.03174247;-0.03176437;2.19006E-05;#NOMBRE!;#NOMBRE!
350;-5.48063;-5.573294;0.09266395;-0.03183937;-0.03185547;1.61043E-05;#NOMBRE!;#NOMBRE!
351;-5.512518;-5.605195;0.09267713;-0.03193632;-0.03194658;1.02576E-05;#NOMBRE!;#NOMBRE!
352;-5.544503;-5.637188;0.09268445;-0.03203333;-0.03203769;4.36058E-06;#NOMBRE!;#NOMBRE!
353;-5.576585;-5.669271;0.09268584;-0.03213039;-0.0321288;1.58706E-06;#NOMBRE!;#NOMBRE!
354;-5.608764;-5.701445;0.09268125;-0.0322275;-0.03221991;7.58543E-06;#NOMBRE!;#NOMBRE!
355;-5.64104;-5.733711;0.09267065;-0.03232466;-0.03231102;1.36347E-05;#NOMBRE!;#NOMBRE!
356;-5.673413;-5.766067;0.09265397;-0.03242187;-0.03240214;1.97349E-05;#NOMBRE!;#NOMBRE!
357;-5.705884;-5.798515;0.09263116;-0.03251914;-0.03249325;2.58863E-05;#NOMBRE!;#NOMBRE!
358;-5.738451;-5.831054;0.09260218;-0.03261645;-0.03258436;0.000032089;#NOMBRE!;#NOMBRE!
359;-5.771117;-5.863684;0.09256697;-0.03271382;-0.03267548;3.83431E-05;#NOMBRE!;#NOMBRE!
360;-5.803879;-5.896405;0.09252548;-0.03281124;-0.03276659;4.46489E-05;#NOMBRE!;#NOMBRE!
361;-5.836739;-5.929217;0.09247765;-0.03290872;-0.03285771;5.10063E-05;#NOMBRE!;#NOMBRE!
362;-5.869697;-5.96212;0.09242345;-0.03300624;-0.03294883;5.74156E-05;#NOMBRE!;#NOMBRE!
363;-5.902752;-5.995114;0.0923628;-0.03310382;-0.03303995;6.3877E-05;#NOMBRE!;#NOMBRE!
364;-5.935904;-6.0282;0.09229567;-0.03320145;-0.03313106;7.03905E-05;#NOMBRE!;#NOMBRE!
365;-5.969155;-6.061377;0.092222;-0.03329914;-0.03322218;7.69563E-05;#NOMBRE!;#NOMBRE!
366;-6.002503;-6.094644;0.09214174;-0.03339688;-0.0333133;8.35745E-05;#NOMBRE!;#NOMBRE!
367;-6.035948;-6.128003;0.09205484;-0.03349467;-0.03340443;9.02454E-05;#NOMBRE!;#NOMBRE!
368;-6.069492;-6.161453;0.09196124;-0.03359252;-0.03349555;9.6969E-05;#NOMBRE!;#NOMBRE!
369;-6.103133;-6.194994;0.09186088;-0.03369042;-0.03358667;0.000103745;#NOMBRE!;#NOMBRE!
370;-6.136873;-6.228626;0.09175373;-0.03378837;-0.0336778;0.000110575;#NOMBRE!;#NOMBRE!
371;-6.17071;-6.26235;0.09163972;-0.03388638;-0.03376892;0.000117458;#NOMBRE!;#NOMBRE!
372;-6.204646;-6.296164;0.09151879;-0.03398444;-0.03386005;0.000124394;#NOMBRE!;#NOMBRE!
373;-6.238679;-6.33007;0.09139091;-0.03408255;-0.03395117;0.000131383;#NOMBRE!;#NOMBRE!
374;-6.272811;-6.364067;0.09125601;-0.03418073;-0.0340423;0.000138426;#NOMBRE!;#NOMBRE!
375;-6.307041;-6.398155;0.09111404;-0.03427895;-0.03413343;0.000145523;#NOMBRE!;#NOMBRE!
376;-6.341369;-6.432334;0.09096495;-0.03437723;-0.03422456;0.000152673;#NOMBRE!;#NOMBRE!
377;-6.375795;-6.466604;0.09080868;-0.03447556;-0.03431569;0.000159878;#NOMBRE!;#NOMBRE!
